local,title,paragraph,data,pay
경기 용인시, 박승철헤어스투디오 보정동카페거리점,박승철헤어 보정동 카페거리점 디자이너&인턴구인,10:00~19:30,"월급1,822,480"
경기 용인시, 박승철헤어스투디오 보정동카페거리점,박승철헤어 보정동 카페거리점 디자이너&인턴구인,10:00~19:30,"월급1,822,480"
경기 용인시, 박승철헤어스투디오 보정동카페거리점,박승철헤어 보정동 카페거리점 디자이너&인턴구인,10:00~19:30,"월급1,822,480"
서울 동작구, 박승철헤어스투디오 상도점,박승철 상도점에서 파트너(인턴)모집/경력무관/주5일정규직/4대보험/퇴직금지급,10:30~20:30,"월급1,950,000"
서울 동작구, 박승철헤어스투디오 상도점,박승철 상도점에서 파트너(인턴)모집/경력무관/주5일정규직/4대보험/퇴직금지급,10:30~20:30,"월급1,950,000"
서울 동작구, 박승철헤어스투디오 상도점,박승철 상도점에서 파트너(인턴)모집/경력무관/주5일정규직/4대보험/퇴직금지급,10:30~20:30,"월급1,950,000"
서울 은평구, 박승철헤어스투디오 연신내점,"박승철 연신내점에서  인턴분(주5일,주말알바) 모십니다",시간협의,"월급1,822,480"
서울 은평구, 박승철헤어스투디오 연신내점,"박승철 연신내점에서  인턴분(주5일,주말알바) 모십니다",시간협의,"월급1,822,480"
서울 은평구, 박승철헤어스투디오 연신내점,"박승철 연신내점에서  인턴분(주5일,주말알바) 모십니다",시간협의,"월급1,822,480"
서울 은평구, 박승철헤어스투디오 연신내점,"박승철 연신내점에서  인턴분(주5일,주말알바) 모십니다",시간협의,"월급1,822,480"
서울 은평구, 박승철헤어스투디오 연신내점,"박승철 연신내점에서  인턴분(주5일,주말알바) 모십니다",시간협의,"월급1,822,480"
서울 영등포, 박승철헤어스투디오 타임스퀘어점,박승철헤어스투디오 타임스퀘어점 주말 인턴스페어 급구,11:00~08:00,"건별100,000"
서울 영등포, 박승철헤어스투디오 타임스퀘어점,박승철헤어스투디오 타임스퀘어점 주말 인턴스페어 급구,11:00~08:00,"건별100,000"
서울 영등포, 박승철헤어스투디오 타임스퀘어점,박승철헤어스투디오 타임스퀘어점 주말 인턴스페어 급구,11:00~08:00,"건별100,000"
서울 영등포, 박승철헤어스투디오 타임스퀘어점,박승철헤어스투디오 타임스퀘어점 주말 인턴스페어 급구,11:00~08:00,"건별100,000"
경기 성남시, 박승철헤어스투디오 분당정자점,박승철헤어스투디오 정자점 매니저구인합니다,10:00~20:00,"월급2,000,000"
경기 성남시, 박승철헤어스투디오 분당정자점,박승철헤어스투디오 정자점 매니저구인합니다,10:00~20:00,"월급2,000,000"
경기 성남시, 박승철헤어스투디오 분당정자점,박승철헤어스투디오 정자점 매니저구인합니다,10:00~20:00,"월급2,000,000"
경기 성남시, 박승철헤어스투디오 분당정자점,박승철헤어스투디오 정자점 매니저구인합니다,10:00~20:00,"월급2,000,000"
서울 동작구, 박승철헤어스투디오 이수역점,박승철헤어스튜디오 이수역점에서 함께 일할 인턴을 모집합니다.,시간협의,"월급1,830,000"
대구 동구, 박승철헤어스투디오 대구반야월이마트점,"헤어디자이너 초급,경력자 모집 합니다.(경력자는 수석,실장 직급부여 가능)",10:30~20:30,"월급2,000,000"
대구 동구, 박승철헤어스투디오 대구반야월이마트점,"헤어디자이너 초급,경력자 모집 합니다.(경력자는 수석,실장 직급부여 가능)",10:30~20:30,"월급2,000,000"
대구 동구, 박승철헤어스투디오 대구반야월이마트점,"헤어디자이너 초급,경력자 모집 합니다.(경력자는 수석,실장 직급부여 가능)",10:30~20:30,"월급2,000,000"
대구 동구, 박승철헤어스투디오 대구반야월이마트점,"헤어디자이너 초급,경력자 모집 합니다.(경력자는 수석,실장 직급부여 가능)",10:30~20:30,"월급2,000,000"
서울 광진구, 박승철헤어스투디오 광나루역점,박승철 헤어 광나루역점 인턴&디자이너&매니저 구인 합니다,10:00~20:00,"월급1,900,000"
서울 광진구, 박승철헤어스투디오 광나루역점,박승철 헤어 광나루역점 인턴&디자이너&매니저 구인 합니다,10:00~20:00,"월급1,900,000"
서울 광진구, 박승철헤어스투디오 광나루역점,박승철 헤어 광나루역점 인턴&디자이너&매니저 구인 합니다,10:00~20:00,"월급1,900,000"
인천 중구, 박승철헤어스투디오 동인천이마트점,박승철헤어스투디오 동인천이마트점 샵매니저님 모집,10:00~20:00,"월급2,000,000"
인천 중구, 박승철헤어스투디오 동인천이마트점,박승철헤어스투디오 동인천이마트점 샵매니저님 모집,10:00~20:00,"월급2,000,000"
인천 중구, 박승철헤어스투디오 동인천이마트점,박승철헤어스투디오 동인천이마트점 샵매니저님 모집,10:00~20:00,"월급2,000,000"
서울 강남구, 박승철헤어스투디오 개포동역점,박승철헤어스투디오 개포동역점에서 디자이너 구합니다,10:00~20:00,"월급2,500,000"
